Circular 	Gene
hsa_circ_0078490	TMEM181
hsa_circ_0070107	FRAS1
hsa_circ_0036307	SCAMP2
hsa_circ_0033566	AHNAK2
hsa_circ_0013645	CSDE1
hsa_circ_0086621	DNAJA1
hsa_circ_0052338	RPS5
hsa_circ_0084522	TCEA1
hsa_circ_0089430	COL5A1
hsa_circ_0043111	SLFN12
hsa_circ_0030097	KIAA0564
hsa_circ_0010219	ARHGEF10L
hsa_circ_0034105	SNRPN
hsa_circ_0017164	MTR
hsa_circ_0046508	TBCD
hsa_circ_0011289	SERINC2
hsa_circ_0088871	SPTAN1
hsa_circ_0010794	EPHA8
hsa_circ_0036434	TBC1D2B
hsa_circ_0077649	REV3L
hsa_circ_0016094	ATP2B4
hsa_circ_0001281	ARPP21
hsa_circ_0041196	CRK
hsa_circ_0019089	ANKRD1
hsa_circ_0032294	ZFYVE26
hsa_circ_0009002	CSGALNACT2
hsa_circ_0056206	DDX18
hsa_circ_0056509	NCKAP5
hsa_circ_0081391	MCM7
hsa_circ_0050350	PDCD5
hsa_circ_0014609	DAP3
hsa_circ_0001210	None
hsa_circ_0041568	ALOX15
hsa_circ_0085042	STK3
hsa_circ_0050527	UBA2
hsa_circ_0012609	TMEM48
hsa_circ_0082819	ARHGEF5
hsa_circ_0008926	NUSAP1
hsa_circ_0014247	ILF2
hsa_circ_0064374	TMEM40
hsa_circ_0055778	TMEM131
hsa_circ_0043585	KRT15
hsa_circ_0024599	TRIM29
hsa_circ_0068188	YEATS2
hsa_circ_0013897	PIAS3
hsa_circ_0078685	MLLT4
hsa_circ_0059862	CBFA2T2
hsa_circ_0045399	HELZ
hsa_circ_0043090	RFFL
hsa_circ_0025521	ARHGDIB
hsa_circ_0004708	C7orf60
hsa_circ_0028807	GCN1L1
hsa_circ_0055685	LMAN2L
hsa_circ_0034791	VPS39
hsa_circ_0067528	PIK3CB
hsa_circ_0052226	HSPBP1
hsa_circ_0076838	DST
hsa_circ_0028349	TRAFD1
hsa_circ_0090618	KDM5C
hsa_circ_0032258	GPHN
hsa_circ_0064272	TATDN2
hsa_circ_0089375	VAV2
hsa_circ_0079964	C7orf44
hsa_circ_0056862	RBMS1
hsa_circ_0054071	HEATR5B
hsa_circ_0057287	NCKAP1
hsa_circ_0034921	UBR1
hsa_circ_0071645	EXOC3
hsa_circ_0050418	CEP89
hsa_circ_0056814	TANC1
hsa_circ_0031098	TCONS_l2_00008347
hsa_circ_0084995	MTDH
hsa_circ_0083985	WHSC1L1
hsa_circ_0072072	MTMR12
hsa_circ_0017900	STAM
hsa_circ_0088546	SCAI
hsa_circ_0020839	TCONS_l2_00005288
hsa_circ_0009337	GNB1
hsa_circ_0025024	ITFG2
hsa_circ_0000265	FAM53B
hsa_circ_0074822	EBF1
hsa_circ_0053140	PREB
hsa_circ_0044028	C17orf53
hsa_circ_0065226	SCAP
hsa_circ_0057170	AGPS
hsa_circ_0045643	KIAA0195
hsa_circ_0025869	CPNE8
hsa_circ_0036794	IQGAP1
hsa_circ_0022167	ZDHHC5
hsa_circ_0055125	PCYOX1
hsa_circ_0083598	REEP4
hsa_circ_0019536	FAM178A
hsa_circ_0067428	SLCO2A1
hsa_circ_0028355	C12orf51
hsa_circ_0067158	TPRA1
hsa_circ_0021686	NAT10
hsa_circ_0017864	TRDMT1
hsa_circ_0084148	HOOK3
hsa_circ_0010780	HSPG2
hsa_circ_0001009	FANCL
hsa_circ_0069393	PCDH7
hsa_circ_0082601	SVOPL
hsa_circ_0030505	MYCBP2
hsa_circ_0000835	MIB1
hsa_circ_0025165	NCAPD2
hsa_circ_0079294	RNF216
hsa_circ_0082171	RBM28
hsa_circ_0047125	MIB1
hsa_circ_0032887	TTC8
hsa_circ_0019068	LIPA
hsa_circ_0062201	DGCR2
hsa_circ_0055395	RETSAT
hsa_circ_0067709	WWTR1
hsa_circ_0064790	CLASP2
hsa_circ_0039986	CDH3
hsa_circ_0055005	MEIS1
hsa_circ_0036703	FANCI
hsa_circ_0053457	BIRC6
hsa_circ_0042359	PRPSAP2
hsa_circ_0073258	CCNH
hsa_circ_0031269	PSMB5
hsa_circ_0031595	SPTSSA
hsa_circ_0092096	UBL4A
hsa_circ_0069386	TBC1D19
hsa_circ_0018210	CCNY
hsa_circ_0073443	RHOBTB3
hsa_circ_0046601	ARHGAP27
hsa_circ_0041670	SCIMP
hsa_circ_0036685	ABHD2
hsa_circ_0044412	ZNF652
hsa_circ_0071852	MARCH6
hsa_circ_0009098	TPX2
hsa_circ_0071291	TRIM2
hsa_circ_0079168	EIF3B
hsa_circ_0044757	SRSF1
hsa_circ_0023972	TMEM135
hsa_circ_0015730	PLA2G4A
hsa_circ_0013543	MOV10
hsa_circ_0073392	MCTP1
hsa_circ_0048534	EEF2
hsa_circ_0083721	DOCK5
hsa_circ_0034145	None
hsa_circ_0032874	EML5
hsa_circ_0000930	HKR1
hsa_circ_0077538	AIM1
hsa_circ_0006969	RGNEF
hsa_circ_0004455	MIPOL1
hsa_circ_0012877	JAK1
hsa_circ_0010661	HSPG2
hsa_circ_0079859	SEPT7
hsa_circ_0077745	C6orf170
hsa_circ_0023336	CTTN
hsa_circ_0064432	SLC6A6
hsa_circ_0085113	SPAG1
hsa_circ_0051527	EML2
hsa_circ_0038242	SMG1
hsa_circ_0058816	COL6A3
hsa_circ_0084591	CHD7
hsa_circ_0039992	CDH1
hsa_circ_0086251	C9orf68
hsa_circ_0018085	ZEB1
hsa_circ_0008384	ZRANB2
hsa_circ_0020609	RIC8A
hsa_circ_0018383	AGAP6
hsa_circ_0005184	TCONS_l2_00003977
hsa_circ_0007882	TAOK1
hsa_circ_0077336	MDN1
hsa_circ_0048495	HMG20B
hsa_circ_0087190	TMEM2
hsa_circ_0054998	MEIS1
hsa_circ_0034233	HERC2
hsa_circ_0008983	MAGED1
hsa_circ_0004496	VEGFC
hsa_circ_0022910	EFEMP2
hsa_circ_0004970	FERMT2
hsa_circ_0003037	TRIO
hsa_circ_0003374	SEC23A
hsa_circ_0060277	RPN2
hsa_circ_0019723	PSD
hsa_circ_0083719	DOCK5
hsa_circ_0092128	G6PD
hsa_circ_0083483	SH2D4A
hsa_circ_0042211	MPRIP
hsa_circ_0013480	CD53
hsa_circ_0043461	ERBB2
hsa_circ_0056372	AMMECR1L
hsa_circ_0091368	DOCK11
hsa_circ_0078236	NUP43
hsa_circ_0056769	PKP4
hsa_circ_0085091	VPS13B
hsa_circ_0047339	DSG3
hsa_circ_0004303	DDX60
hsa_circ_0064037	SUMF1
hsa_circ_0020970	HBE1
hsa_circ_0015323	RC3H1
hsa_circ_0051669	CCDC9
hsa_circ_0038521	CDR2
hsa_circ_0034539	THBS1
hsa_circ_0091901	FLNA
hsa_circ_0016598	CNIH3
hsa_circ_0091890	FLNA
hsa_circ_0091258	ZMAT1
hsa_circ_0090965	DLG3
hsa_circ_0058562	TRIP12
hsa_circ_0047999	ZNF236
hsa_circ_0027869	SLC17A8
hsa_circ_0004508	PCNXL2
hsa_circ_0033697	None
hsa_circ_0027904	CHPT1
hsa_circ_0020822	NAP1L4
hsa_circ_0033772	None
hsa_circ_0027834	APAF1
hsa_circ_0061752	BRWD1
hsa_circ_0042687	RAB34
hsa_circ_0007287	TAMM41
hsa_circ_0009483	RNF207
hsa_circ_0088272	ASTN2
hsa_circ_0052798	DDX1
hsa_circ_0078529	EZR
hsa_circ_0044600	ABCC3
hsa_circ_0014443	ADAR
hsa_circ_0066472	LRIG1
hsa_circ_0031487	HECTD1
hsa_circ_0073525	FER
hsa_circ_0017089	LYST
hsa_circ_0086920	TLN1
hsa_circ_0027960	TXNRD1
hsa_circ_0023612	RPS3
hsa_circ_0065001	ANO10
hsa_circ_0089516	C9orf69
hsa_circ_0032355	SRSF5
hsa_circ_0058988	PASK
hsa_circ_0014984	ADAMTS4
hsa_circ_0016407	FLVCR1
hsa_circ_0069653	NFXL1
hsa_circ_0022597	ATL3
hsa_circ_0081399	MCM7
hsa_circ_0087859	RAD23B
hsa_circ_0069915	GRSF1
hsa_circ_0034462	THBS1
hsa_circ_0034057	TUBGCP5
hsa_circ_0008034	USP8
hsa_circ_0085534	MYC
hsa_circ_0066759	KIAA1524
hsa_circ_0071007	TBC1D9
hsa_circ_0081843	PUS7
hsa_circ_0016236	IKBKE
hsa_circ_0008991	SNX14
hsa_circ_0028407	C12orf51
hsa_circ_0042528	TNFAIP1
hsa_circ_0074896	RARS
hsa_circ_0029832	PAN3
hsa_circ_0026797	DGKA
hsa_circ_0014596	TCONS_l2_00002667
hsa_circ_0039611	MMP15
hsa_circ_0028169	IFT81
hsa_circ_0049215	DNMT1
hsa_circ_0025999	SLC38A2
hsa_circ_0074887	RARS
hsa_circ_0051424	CLPTM1
hsa_circ_0041429	KIAA0664
hsa_circ_0028974	ANAPC5
hsa_circ_0074207	MATR3
hsa_circ_0002476	INTS4
hsa_circ_0000558	FOXN3
hsa_circ_0040823	BANP
hsa_circ_0040152	PDPR
hsa_circ_0075429	EXOC2
hsa_circ_0063431	ADSL
hsa_circ_0040388	AP1G1
hsa_circ_0084372	PRKDC
hsa_circ_0082493	NUP205
hsa_circ_0075055	ERGIC1
hsa_circ_0002554	ACTR8
hsa_circ_0071407	PALLD
hsa_circ_0089764	TCONS_00030036
hsa_circ_0015530	STX6
hsa_circ_0063672	PACSIN2
hsa_circ_0033646	None
hsa_circ_0062756	AP1B1
hsa_circ_0082673	HIPK2
hsa_circ_0087937	C9orf5
hsa_circ_0049943	MYO9B
hsa_circ_0037226	RHOT2
hsa_circ_0012520	ORC1
hsa_circ_0004079	TRIP12
hsa_circ_0028052	PRDM4
hsa_circ_0078064	UTRN
hsa_circ_0083938	GPR124
hsa_circ_0075813	CDKAL1
hsa_circ_0078566	MRPL18
hsa_circ_0049801	SYDE1
hsa_circ_0011636	EIF2C3
hsa_circ_0068272	DVL3
hsa_circ_0075081	SFXN1
hsa_circ_0010891	PITHD1
hsa_circ_0025715	TM7SF3
hsa_circ_0049136	MUC16
hsa_circ_0035000	PPIP5K1
hsa_circ_0015879	PKP1
hsa_circ_0069008	HTT
hsa_circ_0046315	GPS1
hsa_circ_0057017	GORASP2
hsa_circ_0022245	VWCE
hsa_circ_0072013	MYO10
hsa_circ_0079475	DGKB
hsa_circ_0059088	FARP2
hsa_circ_0013358	COL11A1
hsa_circ_0036900	UNC45A
hsa_circ_0012354	MKNK1
hsa_circ_0091484	OCRL
hsa_circ_0054145	HNRPLL
hsa_circ_0019868	SH3PXD2A
hsa_circ_0011686	SH3D21
hsa_circ_0049466	PRKCSH
hsa_circ_0085706	TRAPPC9
hsa_circ_0049508	ZNF44
hsa_circ_0038889	SPNS1
hsa_circ_0071303	KIAA0922
hsa_circ_0022936	PACS1
hsa_circ_0015509	XPR1
hsa_circ_0015501	QSOX1
hsa_circ_0007429	RREB1
hsa_circ_0070200	BMP2K
hsa_circ_0038020	RRN3
hsa_circ_0066011	DNAH1
hsa_circ_0077677	LAMA4
hsa_circ_0072897	BDP1
hsa_circ_0062835	SEC14L2
hsa_circ_0057232	CWC22
hsa_circ_0013395	CLCC1
hsa_circ_0030534	RBM26
hsa_circ_0083142	UBE3C
hsa_circ_0012727	MYSM1
hsa_circ_0076764	EFHC1
hsa_circ_0012970	RABGGTB
hsa_circ_0031779	POLE2
hsa_circ_0092218	CD99
hsa_circ_0011450	S100PBP
hsa_circ_0025504	GPRC5A
hsa_circ_0091500	ZDHHC9
hsa_circ_0051555	SYMPK
hsa_circ_0086551	KIAA1797
hsa_circ_0010520	ALPL
hsa_circ_0067405	TOPBP1
hsa_circ_0051840	RUVBL2
hsa_circ_0011573	KIAA0319L
hsa_circ_0022096	NUP160
hsa_circ_0044595	SPATA20
hsa_circ_0091927	FLNA
hsa_circ_0029840	PAN3
hsa_circ_0068724	LRCH3
hsa_circ_0046202	NPLOC4
hsa_circ_0027488	NUP107
hsa_circ_0075315	MGAT4B
hsa_circ_0013973	NBPF15
hsa_circ_0075999	ITPR3
hsa_circ_0045874	TK1
hsa_circ_0087247	VPS13A
hsa_circ_0035607	TLN2
hsa_circ_0063701	SAMM50
hsa_circ_0044016	HDAC5
hsa_circ_0050630	COX6B1
hsa_circ_0030541	RBM26
hsa_circ_0001544	NR3C1
hsa_circ_0001279	GLB1
hsa_circ_0045883	AFMID
hsa_circ_0091005	NONO
hsa_circ_0034514	THBS1
hsa_circ_0076447	CUL7
hsa_circ_0008725	IFNGR2
hsa_circ_0055258	ACTG2
hsa_circ_0054572	SPTBN1
hsa_circ_0085959	CYC1
hsa_circ_0003029	CTTN
hsa_circ_0088641	RPL12
hsa_circ_0084772	RPL7
hsa_circ_0085552	PVT1
hsa_circ_0067092	SLC12A8
hsa_circ_0014567	ASH1L
hsa_circ_0042140	NCOR1
hsa_circ_0031185	CHD8
hsa_circ_0038726	IL21R
hsa_circ_0004635	SLC7A6
hsa_circ_0074075	FAM13B
hsa_circ_0090005	PHKA2
hsa_circ_0072056	DROSHA
hsa_circ_0034451	THBS1
hsa_circ_0021573	QSER1
hsa_circ_0078593	IGF2R
hsa_circ_0016914	SIPA1L2
hsa_circ_0089490	CAMSAP1
hsa_circ_0062197	TCONS_l2_00018146
hsa_circ_0062546	GUSBP11
hsa_circ_0049396	LDLR
hsa_circ_0044508	COL1A1
hsa_circ_0012701	USP24
hsa_circ_0037419	TSC2
hsa_circ_0005238	USP25
hsa_circ_0081403	MCM7
hsa_circ_0060884	ATP9A
hsa_circ_0047842	PIGN
hsa_circ_0040564	ADAMTS18
hsa_circ_0071794	MTRR
hsa_circ_0087039	MELK
hsa_circ_0059371	C20orf30
hsa_circ_0061393	BACH1
hsa_circ_0055225	CCT7
hsa_circ_0006950	TRPS1
hsa_circ_0005580	CUL5
hsa_circ_0029289	NCOR2
hsa_circ_0003769	ZC3H7A
hsa_circ_0056456	IMP4
hsa_circ_0017348	ZNF124
hsa_circ_0018788	FAM149B1
hsa_circ_0090303	CASK
hsa_circ_0083168	UBE3C
hsa_circ_0081808	MLL5
hsa_circ_0025751	FAR2
hsa_circ_0057668	HSPD1
hsa_circ_0057380	COL3A1
hsa_circ_0074602	ANXA6
hsa_circ_0022368	FADS1
hsa_circ_0014000	CA14
hsa_circ_0075015	NPM1
hsa_circ_0088504	PSMB7
hsa_circ_0073196	RASGRF2
hsa_circ_0039245	ITFG1
hsa_circ_0077668	TUBE1
hsa_circ_0076424	PEX6
hsa_circ_0074784	ADAM19
hsa_circ_0080165	TNS3
hsa_circ_0067530	PIK3CB
hsa_circ_0004024	FNDC3A
hsa_circ_0063319	DDX17
hsa_circ_0079014	BAG6
hsa_circ_0060818	SLC9A8
hsa_circ_0037252	METRN
hsa_circ_0075881	LRRC16A
hsa_circ_0032174	MTHFD1
hsa_circ_0013890	PEX11B
hsa_circ_0067980	FNDC3B
hsa_circ_0084780	STAU2
hsa_circ_0062846	DUSP18
hsa_circ_0043639	KRT17
hsa_circ_0037057	MEF2A
hsa_circ_0001144	ACSS2
hsa_circ_0088672	FAM129B
hsa_circ_0049701	CC2D1A
hsa_circ_0081738	NAPEPLD
hsa_circ_0079687	PLEKHA8
hsa_circ_0025374	RIMKLB
hsa_circ_0041971	CHD3
hsa_circ_0018106	KIF5B
hsa_circ_0047607	SMAD2
hsa_circ_0001427	PDLIM5
hsa_circ_0069625	GUF1
hsa_circ_0041761	ASGR1
hsa_circ_0033897	ADAM6
hsa_circ_0046280	SIRT7
hsa_circ_0090943	PDZD11
hsa_circ_0075681	DTNBP1
hsa_circ_0065250	SMARCC1
hsa_circ_0047062	ROCK1
hsa_circ_0041739	KIAA0753
hsa_circ_0035895	DPP8
hsa_circ_0000976	HPCAL1
hsa_circ_0037470	PKD1
hsa_circ_0001127	PTPRA
hsa_circ_0086861	TLN1
hsa_circ_0019758	TRIM8
hsa_circ_0006735	NOMO3
hsa_circ_0028934	SPPL3
hsa_circ_0020266	PLEKHA1
hsa_circ_0081558	SRRT
hsa_circ_0040402	IST1
hsa_circ_0009065	BFAR
hsa_circ_0005724	GTF2H2B
hsa_circ_0035241	TRPM7
hsa_circ_0006428	VMP1
hsa_circ_0029555	GOLGA3
hsa_circ_0080471	NCF1B
hsa_circ_0073917	HSPA4
hsa_circ_0085511	SQLE
hsa_circ_0053625	BIRC6
hsa_circ_0059147	TRIB3
hsa_circ_0015627	SMG7
hsa_circ_0061291	USP25
hsa_circ_0077990	MAP3K5
hsa_circ_0085010	LAPTM4B
hsa_circ_0062590	CABIN1
hsa_circ_0003338	STT3B
hsa_circ_0042207	MPRIP
hsa_circ_0075553	RREB1
hsa_circ_0054325	PLEKHH2
hsa_circ_0021181	IPO7
hsa_circ_0075165	NSD1
hsa_circ_0041799	EIF5A
hsa_circ_0057547	OBFC2A
hsa_circ_0061581	SLC5A3
hsa_circ_0074305	DIAPH1
hsa_circ_0064616	SLC4A7
hsa_circ_0012614	TMEM48
hsa_circ_0070195	BMP2K
hsa_circ_0079179	EIF3B
hsa_circ_0050538	UBA2
hsa_circ_0018413	PRKG1
hsa_circ_0066289	FLNB
hsa_circ_0031689	RALGAPA1
hsa_circ_0088083	PTBP3
hsa_circ_0086245	RFX3
hsa_circ_0034852	CDAN1
hsa_circ_0085106	VPS13B
hsa_circ_0010486	EIF4G3
hsa_circ_0087736	SEC61B
hsa_circ_0045441	BPTF
hsa_circ_0064611	None
hsa_circ_0083576	FAM160B2
hsa_circ_0022132	SLC43A3
hsa_circ_0025657	ITPR2
hsa_circ_0057067	SLC25A12
hsa_circ_0036240	BBS4
hsa_circ_0079912	RALA
hsa_circ_0054795	USP34
hsa_circ_0049237	ICAM1
hsa_circ_0018476	HERC4
hsa_circ_0066344	FLNB
hsa_circ_0037151	AXIN1
hsa_circ_0027536	RAB3IP
hsa_circ_0005900	PKN2
hsa_circ_0059840	BPIFB2
hsa_circ_0006292	DHRSX
hsa_circ_0038662	PRKCB
hsa_circ_0090910	HEPH
hsa_circ_0063831	GRAMD4
hsa_circ_0030246	FNDC3A
hsa_circ_0081172	PEG10
hsa_circ_0064486	EAF1
hsa_circ_0045357	CEP112
hsa_circ_0002411	ZZEF1
hsa_circ_0066405	PTPRG
hsa_circ_0026640	PCBP2
hsa_circ_0066035	SEMA3G
hsa_circ_0057457	COL5A2
hsa_circ_0032598	LTBP2
hsa_circ_0018331	ERCC6
hsa_circ_0008837	LARP4B
hsa_circ_0041901	SENP3-EIF4A1
hsa_circ_0071869	MARCH6
hsa_circ_0047144	TMEM241
hsa_circ_0040338	PHLPP2
hsa_circ_0007828	STXBP5
hsa_circ_0089348	RPL7A
hsa_circ_0022003	CELF1
hsa_circ_0015228	PRRC2C
hsa_circ_0017329	AHCTF1
hsa_circ_0050188	SUGP2
hsa_circ_0026079	PRKAG1
hsa_circ_0030892	CARS2
hsa_circ_0086401	SNAPC3
hsa_circ_0042603	KIAA0100
hsa_circ_0030388	TCONS_l2_00007569
hsa_circ_0020282	DMBT1
hsa_circ_0028609	FBXW8
hsa_circ_0066570	ROBO1
hsa_circ_0022393	FADS2
hsa_circ_0070953	PHF17
hsa_circ_0034760	MGA
hsa_circ_0054174	SOS1
hsa_circ_0045171	TANC2
hsa_circ_0076655	HSP90AB1
hsa_circ_0088116	FKBP15
hsa_circ_0087103	CNTNAP3
hsa_circ_0033273	DYNC1H1
hsa_circ_0050775	ZNF585B
hsa_circ_0062315	ZNF74
hsa_circ_0025876	ABCD2
hsa_circ_0024164	SLC35F2
hsa_circ_0005803	RASA2
hsa_circ_0049898	SIN3B
hsa_circ_0020524	PPP2R2D
hsa_circ_0059009	HDLBP
hsa_circ_0020804	CD81
hsa_circ_0011304	COL16A1
hsa_circ_0000482	SETDB2
hsa_circ_0017057	TBCE
hsa_circ_0071378	KLHL2
hsa_circ_0083175	DNAJB6
hsa_circ_0061171	RTEL1-TNFRSF6B
hsa_circ_0042120	HS3ST3B1
hsa_circ_0091956	FLNA
hsa_circ_0060484	SERINC3
hsa_circ_0066340	FLNB
hsa_circ_0063477	RBX1
hsa_circ_0022873	PCNXL3
hsa_circ_0084379	PRKDC
hsa_circ_0031367	TGM1
hsa_circ_0030294	INTS6
hsa_circ_0009078	RANBP2
hsa_circ_0022774	FAU
hsa_circ_0019547	SEMA4G
hsa_circ_0089252	RAPGEF1
hsa_circ_0082669	HIPK2
hsa_circ_0060249	RPN2
hsa_circ_0004424	INTS4L1
hsa_circ_0054929	WDPCP
hsa_circ_0014604	YY1AP1
hsa_circ_0037237	JMJD8
hsa_circ_0026188	RACGAP1
hsa_circ_0009611	ENO1
hsa_circ_0002154	RIC8B
hsa_circ_0022481	GANAB
hsa_circ_0000597	SPG11
hsa_circ_0041023	FANCA
hsa_circ_0043808	STAT3
hsa_circ_0083296	TNKS
hsa_circ_0033901	None
hsa_circ_0078270	MTHFD1L
hsa_circ_0019095	PCGF5
hsa_circ_0021196	IPO7
hsa_circ_0053196	CAD
hsa_circ_0031855	MAP4K5
hsa_circ_0074310	DIAPH1
hsa_circ_0052980	ITSN2
hsa_circ_0024158	ALKBH8
hsa_circ_0011950	HIVEP3
hsa_circ_0016594	WDR26
hsa_circ_0002055	None
hsa_circ_0045068	MED13
hsa_circ_0000029	USP48
hsa_circ_0017852	FAM188A
hsa_circ_0018973	LOC219347
hsa_circ_0034979	TP53BP1
hsa_circ_0021215	SBF2
hsa_circ_0070807	PDE5A
hsa_circ_0024974	WNK1
hsa_circ_0069567	APBB2
hsa_circ_0045164	MRC2
hsa_circ_0042280	ALKBH5
hsa_circ_0040817	BANP
hsa_circ_0015547	NPL
hsa_circ_0074309	DIAPH1
hsa_circ_0082843	EZH2
hsa_circ_0038987	ALDOA
hsa_circ_0011934	CTPS
hsa_circ_0019916	COL17A1
hsa_circ_0009825	MTOR
hsa_circ_0086630	SMU1
hsa_circ_0016687	PYCR2
hsa_circ_0074998	NPM1
hsa_circ_0050854	MAP4K1
hsa_circ_0049652	CALR
hsa_circ_0024804	CDON
hsa_circ_0003882	PRKCE
hsa_circ_0071738	NDUFS6
hsa_circ_0030790	ITGBL1
hsa_circ_0046116	SLC38A10
hsa_circ_0027263	MARS
hsa_circ_0013582	LRIG2
hsa_circ_0043299	DDX52
hsa_circ_0062264	CDC45
hsa_circ_0063766	ATXN10
hsa_circ_0015994	PPP1R12B
hsa_circ_0077346	MDN1
hsa_circ_0087933	C9orf5
hsa_circ_0047432	ELP2
hsa_circ_0016865	COG2
hsa_circ_0091339	ALG13
hsa_circ_0039538	CPNE2
hsa_circ_0002852	BZW2
hsa_circ_0070810	PDE5A
hsa_circ_0043475	MIEN1
hsa_circ_0086391	FREM1
hsa_circ_0020196	SEC23IP
hsa_circ_0001771	RBM33
hsa_circ_0091268	LOC100287765
hsa_circ_0008324	EZH2
hsa_circ_0014476	DCST2
hsa_circ_0052890	APOB
hsa_circ_0057952	CREB1
hsa_circ_0000520	RPPH1
hsa_circ_0033416	RCOR1
hsa_circ_0083276	CSMD1
hsa_circ_0015277	KLHL20
hsa_circ_0005215	NEMF
hsa_circ_0074874	RARS
hsa_circ_0073098	AP3B1
hsa_circ_0069572	UCHL1
hsa_circ_0021006	DNHD1
hsa_circ_0044151	PLCD3
hsa_circ_0030932	ARHGEF7
hsa_circ_0024542	DPAGT1
hsa_circ_0012277	MAST2
hsa_circ_0087406	ZCCHC6
hsa_circ_0087642	CDC14B
hsa_circ_0085385	SAMD12-AS1
hsa_circ_0040160	AARS
hsa_circ_0044632	SPAG9
hsa_circ_0008233	ASAP1
hsa_circ_0038566	COG7
hsa_circ_0033707	None
hsa_circ_0050633	MLL4
hsa_circ_0080112	TBRG4
hsa_circ_0056176	SLC35F5
hsa_circ_0088986	NUP188
hsa_circ_0036643	AKAP13
hsa_circ_0089625	NPDC1
hsa_circ_0089312	GTF3C5
hsa_circ_0080894	SEMA3C
hsa_circ_0077915	AHI1
hsa_circ_0002755	CLIP2
hsa_circ_0074281	TMCO6
hsa_circ_0007313	EIF2C2
hsa_circ_0079903	VPS41
hsa_circ_0034849	CDAN1
hsa_circ_0072668	ADAMTS6
hsa_circ_0065471	UQCRC1
hsa_circ_0034510	THBS1
hsa_circ_0070566	PPA2
hsa_circ_0059794	COMMD7
hsa_circ_0055410	CAPG
hsa_circ_0013726	TTF2
hsa_circ_0003118	FAM108B1
hsa_circ_0040470	GLG1
hsa_circ_0079233	RNF216P1
hsa_circ_0073981	SEC24A
hsa_circ_0049545	DHPS
hsa_circ_0033732	KIAA0125
hsa_circ_0016943	PCNXL2
hsa_circ_0010168	MFAP2
hsa_circ_0083944	RAB11FIP1
hsa_circ_0078760	C6orf70
hsa_circ_0000866	RPS15
hsa_circ_0076222	TBC1D22B
hsa_circ_0061744	BRWD1
hsa_circ_0080807	DTX2
hsa_circ_0059394	C20orf196
hsa_circ_0007234	TRAF5
hsa_circ_0080981	CDK14
hsa_circ_0036183	PKM2
hsa_circ_0080216	COBL
hsa_circ_0079759	AVL9
hsa_circ_0001432	MANBA
hsa_circ_0043627	KRT16
hsa_circ_0022364	FADS1
hsa_circ_0000008	GNB1
hsa_circ_0035012	PPIP5K1
hsa_circ_0041128	DEF8
hsa_circ_0000269	PTPRE
hsa_circ_0091239	CENPI
hsa_circ_0031968	FERMT2
hsa_circ_0033872	ADAM6
hsa_circ_0071144	LRBA
hsa_circ_0015136	GPR161
hsa_circ_0075509	PRPF4B
hsa_circ_0044790	TEX14
hsa_circ_0019403	PYROXD2
hsa_circ_0025808	DENND5B
hsa_circ_0006954	FPGT-TNNI3K
hsa_circ_0058507	MFF
hsa_circ_0004211	LOC440944
hsa_circ_0054109	C2orf56
hsa_circ_0028602	RNFT2
hsa_circ_0022336	SDHAF2
hsa_circ_0037567	SRRM2
hsa_circ_0063235	TRIOBP
hsa_circ_0048523	DAPK3
hsa_circ_0082870	ZNF746
hsa_circ_0089540	SEC16A
hsa_circ_0026247	DIP2B
hsa_circ_0014952	SLAMF1
hsa_circ_0005059	ANKMY1
hsa_circ_0019954	COL17A1
hsa_circ_0080293	ZNF680
hsa_circ_0079593	IGF2BP3
hsa_circ_0035845	PIF1
hsa_circ_0040492	RFWD3
hsa_circ_0035755	HERC1
hsa_circ_0090668	HUWE1
hsa_circ_0023145	TCIRG1
hsa_circ_0049682	CCDC130
hsa_circ_0044136	DCAKD
hsa_circ_0085783	DENND3
hsa_circ_0081937	LAMB1
hsa_circ_0081442	C7orf59
hsa_circ_0081829	SRPK2
hsa_circ_0027556	CNOT2
hsa_circ_0002222	MYSM1
hsa_circ_0053941	LTBP1
hsa_circ_0027217	LRP1
hsa_circ_0044549	COL1A1
hsa_circ_0083584	FAM160B2
hsa_circ_0089803	None
hsa_circ_0062216	CLTCL1
hsa_circ_0024787	STT3A
hsa_circ_0035264	SPPL2A
hsa_circ_0058820	COL6A3
hsa_circ_0089607	FBXW5
hsa_circ_0055553	KRCC1
hsa_circ_0049402	SPC24
hsa_circ_0030548	NDFIP2
hsa_circ_0053847	BIRC6
hsa_circ_0014026	TARS2
hsa_circ_0055355	SEMA4F
hsa_circ_0030985	PCID2
hsa_circ_0055603	None
hsa_circ_0018037	MASTL
hsa_circ_0016627	DNAH14
hsa_circ_0045900	PGS1
hsa_circ_0039919	DUS2L
hsa_circ_0037656	CREBBP
hsa_circ_0031066	RASA3
hsa_circ_0007204	C2orf43
hsa_circ_0020209	PPAPDC1A
hsa_circ_0015252	PRRC2C
hsa_circ_0055516	IMMT
hsa_circ_0059432	JAG1
hsa_circ_0032150	RHOJ
hsa_circ_0000847	SMAD2
hsa_circ_0037682	CREBBP
hsa_circ_0031791	KLHDC2
hsa_circ_0011019	ARID1A
hsa_circ_0091344	ALG13
hsa_circ_0088954	NUP188
hsa_circ_0067595	TFDP2
hsa_circ_0031422	SCFD1
hsa_circ_0005785	ANAPC7
hsa_circ_0045118	TLK2
